"purchaseObject.OKPD2.code";"purchaseObject.OKPD2.name";"purchaseObject.OKPD2.code.2dig"
"15.20.32.126";"Обувь специальная валяная для защиты от повышенных температур";"15"
"27.32.13.130";"Провода и шнуры силовые";"27"
"19.20.32.190";"Углеводороды газообразные, кроме природного газа";"19"
"20.16.10.113";"Полиэтилен низкого давления";"20"
"25.93.14.110";"Гвозди";"25"
"27.33.11.160";"Выключатели и переключатели путевые, блоки путевых выключателей, микровыключатели (микропереключатели)";"27"
"13.92.22.110";"Брезенты";"13"
"28.21.11.111";"Горелки газовые";"28"
"14.20.10.640";"Рукавицы из тканей, подкладка меховая";"14"
"25.73.30.173";"Ключи трубные";"25"
"25.99.29.120";"Лопаты";"25"
"23.14.11.130";"Стекловолокно рубленое";"23"
"23.65.12.110";"Листы асбестоцементные (шифер)";"23"
"23.65.12.111";"Листы асбестоцементные кровельные волнистые";"23"
"23.52.20.110";"Гипс строительный";"23"
"22.19.30.132";"Рукава резиновые напорные с текстильным каркасом";"22"
"25.73.40.110";"Сверла";"25"
"25.21.13.000";"Части водогрейных котлов центрального отопления";"25"
"26.52.28.140";"Переключатели временные с часовым механизмом всех видов";"26"
"46.73.14.000";"Услуги по оптовой торговле лакокрасочными материалами";"46"
"32.99.14.120";"Держатели для ручек и карандашей и держатели аналогичные";"32"
"26.51.52.120";"Приборы для измерения или контроля уровня жидкостей и газов";"26"
"16.10.21.119";"Пиломатериалы профилированные из прочих хвойных пород";"16"
"25.73.40.160";"Фрезы";"25"
"25.73.30.140";"Инструмент, работающий ударом";"25"
"28.92.30.130";"Машины и механизмы несамоходные для трамбования или уплотнения";"28"
"22.19.30.138";"Рукава резиновые для газовой сварки и резки металлов";"22"
"22.21.30.130";"Полосы (ленты) пластмассовые, неармированные или не комбинированные с другими материалами";"22"
"25.99.29.123";"Лопаты погрузочно-разгрузочные";"25"
"24.10.62.210";"Сталь арматурная";"24"
"24.10.65.113";"Прокат сортовой горячекатаный шестигранный со свободной намоткой в бухты из прочих легированных сталей";"24"
"15.20.11.122";"Галоши из полимерных материалов";"15"
"15.20.32.123";"Обувь специальная кожаная для защиты от нефти, нефтепродуктов, кислот, щелочей, нетоксичной и взрывоопасной пыли";"15"
"32.99.11.170";"Средства защиты органов слуха";"32"
"22.29.10.110";"Одежда и ее аксессуары пластмассовые";"22"
"15.20.14.130";"Обувь валяная";"15"
"27.40.22.120";"Светильники электрические настольные, прикроватные или напольные, предназначенные для использования с люминесцентными газоразрядными лампами";"27"
"28.21.11.113";"Горелки комбинированные";"28"
"23.61.12.154";"Конструкции и детали каналов и открытых водоводов железобетонные";"23"
"23.99.13.113";"Смеси асфальтобетонные дорожные, аэродромные и асфальтобетон горячие песчаные";"23"
"14.19.31.110";"Перчатки, рукавицы, варежки, митенки из натуральной или композиционной кожи";"14"
"28.99.11.120";"Машины для комплектовки и скрепления брошюр и книжных блоков";"28"
"20.14.11.112";"Бутан";"20"
"20.16.52.120";"Полимеры прочих сложных виниловых эфиров в первичных формах";"20"
"01.19.22.120";"Семена двухлетних цветочных культур";"01"
"01.19.22.130";"Семена многолетних цветочных культур";"01"
"14.19.42.160";"Уборы головные трикотажные или вязаные";"14"
"22.19.30.131";"Рукава резиновые напорные с нитяным усилением неармированные";"22"
"29.32.30.142";"Компрессоры тормозные";"29"
"29.32.30.135";"Механизмы тормозные в сборе";"29"
"29.31.23.111";"Фары";"29"
"29.31.23.113";"Указатели поворота";"29"
"29.31.23.119";"Приборы освещения и световой сигнализации электрические для транспортных средств и мотоциклов прочие, не включенные в другие группировки";"29"
"03.12.20.113";"Семга свежая или охлажденная";"03"
"27.32.13.191";"Кабели монтажные";"27"
"20.11.11.121";"Аргон газообразный";"20"
"22.19.30.133";"Рукава резиновые высокого давления с металлическими навивками неармированные";"22"
"24.34.13.190";"Проволока холоднотянутая прочая из прочей легированной стали";"24"
"24.42.22.111";"Прутки из алюминия и алюминиевых сплавов круглого сечения";"24"
"13.91.19.110";"Полотна трикотажные или вязаные прочие";"13"
"22.29.29.110";"Изделия из пластических масс для уранодобывающего производства";"22"
"13.96.17.117";"Ткани узкие из металлических нитей";"13"
"24.45.30.224";"Сплавы на основе хрома";"24"
"14.19.42.149";"Уборы головные швейные прочие мужские или для мальчиков";"14"
"24.34.13.120";"Проволока стальная сварочная из прочей легированной стали";"24"
"24.10.74.120";"Профили незамкнутые сварные стальные";"24"
"23.52.10.130";"Известь гидравлическая";"23"
"27.32.13.129";"Кабели силовые для нестационарной прокладки на напряжение до 1 кВ прочие, не включенные в другие группировки";"27"
"28.24.22.000";"Части прочих переносных ручных инструментов с механизированным приводом";"28"
"23.91.11.130";"Бруски точильные, шлифовальные, притирочные, хонинговальные, оселки";"23"
"28.92.40.131";"Бетоносмесители и растворосмесители";"28"
"13.96.17.114";"Ткани узкие из химических нитей";"13"
"13.20.44.110";"Марля бытовая хлопчатобумажная";"13"
"08.11.12.151";"Гранит";"08"
"08.11.11.110";"Мрамор";"08"
"28.49.12.110";"Станки деревообрабатывающие";"28"
"13.92.12.194";"Комплекты постельного белья из прочих тканей";"13"
"14.20.10.994";"Покрывала, подушки, чехлы меховые";"14"
"14.14.13.120";"Рубашки и батники женские или для девочек трикотажные или вязаные";"14"
"14.14.30.120";"Майки и прочие нижние рубашки трикотажные или вязаные";"14"
"15.20.12.122";"Сапожки, полусапожки, ботинки, полуботинки, туфли женские и для девочек на подошве из резины или пластмассы";"15"
"14.19.23.120";"Шали, шарфы, вуали, кроме трикотажных или вязаных";"14"
"14.19.23.110";"Платки носовые из текстильных материалов, кроме трикотажных или вязаных";"14"
"14.19.19.111";"Шали, шарфы, вуали трикотажные или вязаные";"14"
"13.96.14.199";"Ткани, пропитанные другими полимерными композициями, или с покрытием из других полимеров, прочие, не включенные в другие группировки";"13"
"19.20.21.500";"Топливо моторное этанольное";"19"
"19.20.42.190";"Остатки нефтепереработки прочие";"19"
"25.73.40.130";"Плашки резьбонарезные";"25"
"25.73.40.169";"Фрезы прочие, не включенные в другие группировки";"25"
"25.73.40.270";"Резцы и пластинки сменные к ним";"25"
"25.73.40.166";"Пластины запасные механические закрепляемые";"25"
"25.73.40.129";"Метчики прочие, не включенные в другие группировки";"25"
"28.15.10.112";"Подшипники качения шариковые радиальные";"28"
"28.15.10.128";"Подшипники качения роликовые игольчатые";"28"
"28.15.10.121";"Подшипники качения роликовые со сферическими роликами радиальные";"28"
"28.15.10.126";"Подшипники качения роликовые для букс железнодорожного подвижного состава";"28"
"25.94.11.152";"Болты для рельсовых стыков железнодорожного пути";"25"
"25.94.12.141";"Костыли для железных дорог широкой колеи";"25"
"25.94.11.154";"Гайки для болтов рельсовых стыков железнодорожного пути";"25"
"24.10.75.111";"Рельсы железнодорожные широкой колеи";"24"
"24.10.75.115";"Накладки рельсовые двухголовые для железных дорог широкой колеи";"24"
"24.10.75.116";"Подкладки раздельного скрепления железнодорожного пути";"24"
"24.10.75.110";"Профили рельсовые для железных дорог стальные";"24"
"24.10.22.149";"Полуфабрикаты круглого или многоугольного сечения из нержавеющей стали прочие";"24"
"24.10.21.139";"Полуфабрикаты квадратного поперечного сечения из нелегированной стали прочие";"24"
"24.10.62.123";"Прокат сортовой горячекатаный шестигранный прочий, без дополнительной обработки, включая смотанный после прокатки, из нелегированных сталей";"24"
"28.15.24.114";"Редукторы червячные";"28"
"24.34.13.110";"Проволока стальная пружинная из прочей легированной стали";"24"
"22.19.73.116";"Амортизаторы формовые резиновые";"22"
"29.32.30.310";"Цепи, натяжные устройства цепей и их части";"29"
"27.90.60.000";"Резисторы, кроме нагревательных резисторов";"27"
"27.11.50.130";"Катушки индуктивности прочие";"27"
"27.11.62.120";"Комплектующие (запасные части) электрических преобразователей, не имеющие самостоятельных группировок";"27"
"29.31.21.120";"Магнето зажигания";"29"
"25.93.11.140";"Стропы и аналогичные изделия из черных металлов без электрической изоляции";"25"
"24.34.11.130";"Проволока стальная сварочная из нелегированной стали";"24"
"25.11.23.111";"Конструкции и детали контактной сети железных дорог и тяговых подстанций из черных металлов";"25"
"27.33.13.164";"Усилители магнитные и дроссели управляемые";"27"
"27.33.13.163";"Муфты электромагнитные, электромагниты, отводки электромагнитные, катушки ОДА, блоки, замки, ключи электромагнитные";"27"
"25.94.12.120";"Заклепки из черных металлов (кроме трубчатых или раздвоенных заклепок общего назначения)";"25"
"25.73.30.160";"Инструмент захватный и отрезной (шарнирно-губцевый)";"25"
"25.72.13.130";"Ключи замков, поставляемые отдельно";"25"
"13.99.11.120";"Полотна сетчатые прочие, кроме тканых, трикотажных или вязаных полотен";"13"
"08.12.11.120";"Пески кварцевые";"08"
"20.20.13.110";"Средства против прорастания";"20"
"24.10.42.000";"Прокат листовой холоднокатаный из нержавеющих сталей, без дополнительной обработки, шириной не менее 600 мм";"24"
"08.11.12.114";"Диабаз";"08"
"16.10.21.125";"Пиломатериалы профилированные из осины";"16"
"25.73.30.233";"Отвертки диэлектрические";"25"
"25.73.30.151";"Клуппы";"25"
"25.73.30.174";"Ключи торцовые";"25"
"26.51.43.139";"Приборы электроизмерительные щитовые аналоговые прочие";"26"
"25.73.30.164";"Острогубцы (кусачки)";"25"
"28.29.12.134";"Фильтры жидкостные емкостные";"28"
"25.21.11.130";"Радиаторы центрального отопления и их секции из прочих металлов";"25"
"43.99.90.160";"Аренда кранов и прочего строительного оборудования, которое не предназначено для одной конкретной строительной услуги, с оператором";"43"
"29.32.30.180";"Сцепления, их узлы и детали";"29"
"28.25.14.110";"Оборудование и установки для фильтрования или очистки воздуха";"28"
"28.15.24.110";"Редукторы и передачи зубчатые";"28"
"19.20.29.210";"Дистилляты тяжелые, не включенные в другие группировки";"19"
"19.20.21.510";"Топливо моторное этанольное летнее";"19"
"47.52.10.000";"Услуги по розничной торговле скобяными изделиями в специализированных магазинах";"47"
"03.11.62.000";"Губки животного происхождения натуральные";"03"
"19.20.29.290";"Дистилляты тяжелые прочие, не включенные в другие группировки";"19"
"14.14.24.130";"Трусы и панталоны женские или для девочек из текстильных материалов, кроме трикотажных или вязаных";"14"
"21.20.10.252";"Деконгестанты для системного применения";"21"
"10.85.13.000";"Продукты пищевые готовые и блюда на основе овощей";"10"
"13.92.12.169";"Белье постельное прочее из нетканых материалов";"13"
"32.99.23.110";"Кнопки, застежки-защелки одежные и аналогичные изделия и их детали";"32"
"22.21.21.139";"Трубки, шланги и рукава полимерные жесткие прочие, не включенные в другие группировки";"22"
"25.73.30.181";"Коловороты";"25"
"25.73.30.130";"Рашпили";"25"
"28.49.12.113";"Станки деревообрабатывающие фрезерные, шипорезные, шлифовальные и полировальные";"28"
"28.49.23.191";"Столы поворотные";"28"
"20.13.13.120";"Сплавы, эмульсии, керамические изделия и смеси, содержащие эти элементы, изотопы или соединения";"20"
"20.30.24.113";"Краски полиграфические для глубокой печати";"20"
"17.12.60.111";"Пергамент пищевой";"17"
"14.31.10.179";"Изделия чулочно-носочные мужские из синтетических нитей прочие";"14"
"14.39.10.120";"Пуловеры трикотажные или вязаные";"14"
"10.73.11.120";"Вермишель";"10"
"10.73.11.150";"Рожки";"10"
"10.13.13.119";"Мясо прочих животных соленое, в рассоле, копченое, сушеное (в том числе сублимационной сушки)";"10"
"47.78.10.000";"Услуги по розничной торговле фотоаппаратурой, оптическими приборами и средствами измерений, кроме очков, в специализированных магазинах";"47"
"16.29.25.140";"Изделия корзиночные и плетеные";"16"
"21.10.53.110";"Гликозиды и их соли";"21"
"21.10.60.191";"Продукты человеческого или животного происхождения для терапевтического или профилактического использования прочие";"21"
"20.42.15.132";"Кремы густые для ухода за кожей лица, питательные и с биологически активными веществами";"20"
"20.42.11.120";"Вода туалетная";"20"
"21.20.10.214";"Иммунодепрессанты";"21"
"28.14.13.141";"Детали соединительные";"28"
"14.31.10.123";"Гольфы женские из хлопчатобумажной и смешанной пряжи";"14"
"14.31.10.184";"Носки женские из синтетических нитей";"14"
"15.20.12.123";"Туфли комнатные женские или для девочек на подошве и с верхом из резины или пластмассы";"15"
"14.14.24.140";"Рубашки ночные, пижамы женские или для девочек из текстильных материалов, кроме трикотажных или вязаных";"14"
"14.14.22.110";"Майки и прочие нижние рубашки мужские или для мальчиков из текстильных материалов, кроме трикотажных или вязаных";"14"
"15.20.40.130";"Гетры, гамаши и аналогичные изделия и их детали";"15"
"14.14.14.110";"Комбинации и юбки нижние женские или для девочек трикотажные или вязаные";"14"
"13.92.13.152";"Салфетки столовые из нетканых материалов";"13"
"10.71.11.130";"Изделия хлебобулочные сдобные";"10"
"23.19.23.120";"Посуда для гигиенических или фармацевтических целей стеклянная";"23"
"21.20.23.110";"Реагенты диагностические";"21"
"22.19.99.000";"Услуги по производству прочих резиновых изделий отдельные, выполняемые субподрядчиком";"22"
"13.10.85.120";"Пряжа из искусственных и синтетических нитей и волокон";"13"
"46.45.10.120";"Услуги по оптовой торговле туалетным и хозяйственным мылом";"46"
"17.21.15.120";"Лотки для писем из бумаги";"17"
"25.71.12.120";"Лезвия для бритв";"25"
"20.51.20.110";"Спички общего назначения";"20"
"20.60.14.110";"Мононити синтетические";"20"
"10.83.15.000";"Настои из трав";"10"
"21.10.54.160";"Антибиотики противогрибкового действия";"21"
"20.14.74.000";"Спирт этиловый неденатурированный с объемной долей спирта не менее 80 %";"20"
"21.10.60.120";"Экстракты желез и прочих органов человеческого или животного происхождения";"21"
"20.14.52.110";"Соединения гетероциклические, не включенные в другие группировки";"20"
"15.20.12.111";"Туфли открытые, сандалеты мужские и для мальчиков на подошве и с верхом из резины или пластмассы, кроме водонепроницаемой или спортивной обуви";"15"
"28.15.21.113";"Цепи приводные зубчатые";"28"
"28.30.86.120";"Оборудование для садоводства, не включенное в другие группировки";"28"
"10.86.10.940";"Продукция пищевая энтерального питания";"10"
"14.13.31.120";"Куртки женские или для девочек из текстильных материалов, кроме трикотажных или вязаных";"14"
"14.13.14.130";"Жакеты и блейзеры женские или для девочек трикотажные или вязаные";"14"
"14.13.12.110";"Костюмы мужские или для мальчиков трикотажные или вязаные";"14"
"17.12.14.173";"Бумага телефонная";"17"
"17.12.60.120";"Бумага жиронепроницаемая";"17"
"14.20.10.671";"Носки мужские из хлопчатобумажных тканей с меховой подкладкой";"14"
"14.39.10.190";"Изделия аналогичные трикотажные или вязаные";"14"
"20.14.22.112";"Спирт пропиловый (пропан-1-ол)";"20"
"20.14.34.390";"Кислоты карбоновые, содержащие дополнительные кислородсодержащие функциональные группы, и их ангидриды, галогенангидриды, пероксиды и пероксикислоты; их галогенированные, сульфированные, нитрованные или нитрозированные производные прочие";"20"
"20.14.32.131";"Кислоты моно-, ди- или трихлоруксусные";"20"
"17.23.11.120";"Бумага самокопировальная";"17"
"96.01.19.121";"Услуги по стирке изделий из искусственных, синтетических и смешанных тканей";"96"
"20.14.22.113";"Спирт изопропиловый (пропан-2-ол)";"20"
"20.13.23.111";"Натрий";"20"
"20.13.25.112";"Гидроксид калия (калий едкий, кали едкое)";"20"
"17.12.14.124";"Бумага карточная";"17"
"24.45.24.130";"Фитинги для труб и трубок никелевые";"24"
"24.45.24.110";"Трубы никелевые";"24"
"24.10.33.000";"Прокат листовой горячекатаный из нержавеющих сталей, без дополнительной обработки, шириной не менее 600 мм";"24"
"24.10.71.112";"Уголки стальные горячекатаные неравнополочные из нелегированных сталей";"24"
"24.10.66.122";"Прокат сортовой горячекатаный квадратный прочий, без дополнительной обработки, включая смотанный после прокатки, из прочих легированных сталей";"24"
"10.13.14.162";"Полуфабрикаты мясные (мясосодержащие) мелкокусковые и порционные охлажденные";"10"
"10.13.14.139";"Изделия колбасные копченые прочие";"10"
"10.86.10.614";"Ветчина вареная в оболочке для детского питания";"10"
"23.13.13.122";"Принадлежности туалетные из прочего стекла";"23"
"27.32.12.000";"Кабели коаксиальные и прочие коаксиальные проводники электрического тока";"27"
"27.32.13.155";"Провода связи телефонные распределительные и радиотрансляционные";"27"
"28.29.12.140";"Фильтры и сепараторы для гидроприводов";"28"
"95.21.10.100";"Услуги по ремонту приборов бытовой электроники";"95"
"27.11.24.000";"Электродвигатели переменного тока многофазные мощностью от 750 Вт до 75 кВт";"27"
"28.14.12.120";"Вентили для радиаторов центрального отопления";"28"
"24.44.26.110";"Трубы медные";"24"
"24.44.13.120";"Сплавы медные необработанные";"24"
"28.12.14.120";"Пневмоклапаны";"28"
"24.42.24.120";"Полосы и ленты алюминиевые толщиной более 0,2 мм";"24"
"21.20.23.113";"Средства радиофармацевтические диагностические";"21"
"10.51.54.112";"Сахар молочный рафинированный";"10"
"01.12.10.110";"Зерно нешелушеного риса";"01"
"01.24.25.000";"Персики";"01"
"01.24.27.000";"Сливы";"01"
"27.90.11.156";"Конверторы позитронные в ускорителях заряженных частиц";"27"
"01.25.34.000";"Фисташки";"01"
"01.25.19.150";"Клюква";"01"
"01.24.24.000";"Вишня";"01"
"03.11.20.125";"Хек свежий или охлажденный";"03"
"03.11.20.122";"Пикша свежая или охлажденная";"03"
"03.11.20.162";"Сельдь тихоокеанская свежая или охлажденная";"03"
"03.12.20.114";"Форель ручьевая и озерная свежая или охлажденная";"03"
"25.61.22.190";"Услуги по прочим методам обработки поверхностей металлов, не включенные в другие группировки";"25"
"10.41.53.000";"Масло оливковое и его фракции рафинированные, но не подвергнутые химической модификации";"10"
"10.32.22.120";"Напитки сокосодержащие овощные";"10"
"10.32.22.110";"Напитки сокосодержащие фруктовые";"10"
"10.82.21.110";"Шоколад в неупакованном виде";"10"
"10.32.27.110";"Пюре фруктовые и фруктово-овощные для производства соковой продукции";"10"
"10.51.51.129";"Молоко сгущенное (концентрированное) с сахаром и прочими вкусовыми компонентами";"10"
"10.84.23.190";"Пряности обработанные прочие";"10"
"10.84.23.110";"Корица обработанная";"10"
"01.26.20.000";"Орехи кокосовые";"01"
"46.19.10.000";"Услуги по оптовой торговле универсальным ассортиментом товаров за вознаграждение или на договорной основе";"46"
"01.11.99.120";"Семена масличного мака";"01"
"10.61.24.000";"Смеси для приготовления хлебобулочных и мучных кондитерских изделий";"10"
"21.20.10.227";"Препараты для лечения заболеваний костей";"21"
"20.42.11.130";"Одеколоны";"20"
"27.51.14.000";"Одеяла электрические";"27"
"32.20.12.125";"Арфы";"32"
"32.20.15.110";"Инструменты музыкальные ударные";"32"
"32.20.20.190";"Части и принадлежности прочих музыкальных инструментов";"32"
"32.20.13.177";"Фаготы";"32"
"14.19.31.130";"Пояса, ремни, портупеи и патронташи из натуральной или композиционной кожи";"14"
"15.20.32.125";"Обувь специальная кожаная для защиты от скольжения по зажиренным поверхностям";"15"
"26.11.22.112";"Элементы фотогальванические";"26"
"01.30.10.151";"Мицелий тепличных шампиньонов";"01"
"01.26.11.000";"Оливки столовые";"01"
"11.07.11.120";"Воды питьевые, в том числе газированные, расфасованные в емкости, не содержащие добавки сахара или других подслащивающих или вкусоароматических веществ";"11"
"10.20.33.110";"Беспозвоночные водные прочие мороженые";"10"
"10.20.31.110";"Ракообразные морские мороженые";"10"
"10.20.26.112";"Икра лососевых рыб";"10"
"10.32.18.117";"Соки фруктовые диффузионные восстановленные";"10"
"28.13.32.110";"Комплектующие (запасные части) воздушных или вакуумных насосов, не имеющие самостоятельных группировок";"28"
"20.13.23.139";"Сплавы и лигатуры на основе редкоземельных металлов прочие";"20"
"13.96.14.196";"Ткани, покрытые смолой или другими материалами, используемые для производства брезента и упаковочных материалов";"13"
"27.11.50.110";"Элементы балластные для газоразрядных ламп или трубок";"27"
"25.94.13.114";"Шпильки из меди";"25"
"25.94.13.111";"Болты и винты из меди";"25"
"25.94.13.121";"Шайбы из меди";"25"
"25.94.13.113";"Гайки из меди";"25"
"24.42.25.000";"Фольга алюминиевая толщиной не более 0,2 мм";"24"
"27.32.13.139";"Провода и шнуры силовые прочие, не включенные в другие группировки";"27"
"10.39.18.130";"Части растений съедобные прочие, приготовленные или консервированные с уксусом или уксусной кислотой";"10"
"01.11.83.000";"Арахис (орех земляной) лущеный";"01"
"33.12.12.000";"Услуги по ремонту и техническому обслуживанию гидравлического и пневматического силового оборудования, кроме насосов, компрессоров, кранов и клапанов";"33"
"82.19.12.000";"Услуги по составлению списков адресатов и рассылке материалов по ним";"82"
"25.30.21.144";"Инжекторы частиц для плазменных экспериментов";"25"
"28.15.24.131";"Коробки передач";"28"
"28.15.23.110";"Корпуса подшипников";"28"
"29.32.30.131";"Тормоза";"29"
"28.15.24.112";"Редукторы планетарные";"28"
"28.12.11.129";"Пневмоцилиндры прочие";"28"
"25.29.11.990";"Резервуары, цистерны, баки и аналогичные емкости (кроме емкостей для сжатых или сжиженных газов) из прочих металлов, вместимостью более 300 л, без механического или теплотехнического оборудования прочие";"25"
"20.13.13.110";"Элементы, изотопы и их соединения радиоактивные прочие";"20"
"16.10.21.111";"Пиломатериалы профилированные из сосны";"16"
"16.21.12.112";"Фанера, облицованная строганым шпоном";"16"
"96.01.19.124";"Услуги по стирке спецодежды";"96"
"32.99.30.120";"Изделия из текстильных материалов аналогичные";"32"
"26.40.52.000";"Части радиоприемной и радиопередающей аппаратуры";"26"
"26.40.44.000";"Аппаратура приемная для радиотелефонной или радиотелеграфной связи, не включенная в другие группировки";"26"
"14.14.25.110";"Бюстгальтеры и их части из любого текстильного материала (включая трикотажные или вязаные)";"14"
"14.31.10.159";"Изделия чулочно-носочные женские из шерстяной и смешанной (полушерстяной) пряжи прочие";"14"
"10.11.31.150";"Субпродукты пищевые крупного рогатого скота замороженные для детского питания";"10"
"01.13.71.000";"Свекла сахарная";"01"
"01.23.19.000";"Плоды цитрусовых культур прочие";"01"
"10.73.12.000";"Кускус";"10"
"10.82.23.141";"Конфеты неглазированные помадные";"10"
"01.13.71.110";"Корнеплоды свеклы сахарной";"01"
"03.11.20.163";"Сельдь каспийско-черноморская свежая или охлажденная";"03"
"21.10.54.170";"Цефалоспорины";"21"
"21.20.21.124";"Вакцины вирусные живые";"21"
"32.30.15.140";"Инвентарь для фехтования";"32"
"14.13.12.130";"Пиджаки и блейзеры мужские или для мальчиков трикотажные или вязаные";"14"
"20.14.71.110";"Уголь активированный";"20"
"14.14.14.130";"Рубашки ночные, пижамы женские или для девочек трикотажные или вязаные";"14"
"14.20.10.581";"Куртки мужские с верхом из синтетических тканей, подкладка меховая";"14"
"15.20.12.119";"Обувь мужская и для мальчиков на подошве и с верхом из резины или пластмассы, кроме обуви водонепроницаемой или спортивной, прочая, не включенная в другие группировки";"15"
"01.13.12.110";"Капуста брюссельская";"01"
"10.86.10.220";"Консервы томатные для детского питания";"10"
"39.00.13.000";"Услуги по рекультивации и очистке воздуха";"39"
"23.65.12.134";"Панели и плиты асбестоцементные";"23"
"25.73.30.154";"Зубила";"25"
"95.21.10.110";"Услуги по ремонту телевизоров";"95"
"95.29.19.000";"Услуги по ремонту прочих предметов личного потребления и бытовых товаров, не включенных в другие группировки";"95"
"29.32.30.138";"Аппараты пневматического тормозного привода";"29"
"95.22.10.160";"Услуги по ремонту гладильных машин";"95"
"95.22.10.140";"Услуги по ремонту стиральных и сушильных машин";"95"
"29.31.21.150";"Распределители зажигания";"29"
"16.21.22.000";"Древесина прессованная в виде блоков, плит, брусьев или профилированных изделий";"16"
"27.12.10.190";"Устройства для коммутации или защиты электрических цепей на напряжение более 1 кВ прочие, не включенные в другие группировки";"27"
"25.94.13.119";"Изделия резьбовые из меди прочие, не включенные в другие группировки";"25"
"24.10.64.210";"Катанка из нержавеющих сталей прочая, без дополнительной обработки, включая смотанную после прокатки";"24"
"24.10.34.000";"Прокат листовой горячекатаный из нержавеющих сталей, без дополнительной обработки, шириной менее 600 мм";"24"
"24.20.35.000";"Трубы прочие, с открытым швом, клепаные или соединенные аналогичным способом, наружным диаметром не более 406,4 мм, стальные";"24"
"28.92.21.120";"Бульдозеры на колесных тракторах и тягачах";"28"
"32.99.55.000";"Цветы искусственные, листья и фрукты, и их части";"32"
"25.73.60.120";"Инструменты для бурения скальных пород или грунтов";"25"
"38.32.21.190";"Лом и отходы прочих драгоценных металлов";"38"
"21.10.60.197";"Вирусы человека, животных и растений, антивирусы и прочие аналогичные продукты";"21"
"32.20.16.120";"Камертоны и камертоны-дудки";"32"
"32.50.41.120";"Линзы для очков из различных материалов";"32"
"25.73.40.116";"Сверла перовые дереворежущие";"25"
"26.52.28.110";"Регистраторы времени";"26"
"25.73.30.249";"Инструмент контрольно-разметочный прочий";"25"
"17.23.14.120";"Картон прочий, используемый для письма или печати или прочих графических целей, тисненый, гофрированный или перфорированный";"17"
"27.40.25.129";"Устройства осветительные электрические подвесные, потолочные, встраиваемые и настенные, предназначенные для использования с лампами прочих типов";"27"
"24.10.73.130";"Швеллеры стальные горячекатаные из прочих легированных сталей";"24"
"16.21.13.000";"Плиты древесно-стружечные и аналогичные плиты из древесины или других одревесневших материалов";"16"
"10.61.21.111";"Мука пшеничная сорта <Экстра>";"10"
"10.32.99.000";"Услуги по производству соковой продукции из фруктов и овощей отдельные, выполняемые субподрядчиком";"10"
"10.81.11.120";"Сахар-сырец тростниковый в твердом состоянии";"10"
"10.61.32.134";"Гранулы из риса";"10"
"10.82.21.120";"Глазурь шоколадная";"10"
"10.89.15.119";"Соки и экстракты растительные прочие";"10"
"10.51.56.142";"Желе, соусы, кремы, пудинги, муссы, пасты, суфле сливочные";"10"
"11.07.11.122";"Воды питьевые газированные, расфасованные в емкости";"11"
"26.51.62.140";"Машины и приборы для испытания полимерных материалов";"26"
"10.86.10.511";"Консервы на рыбной основе гомогенизированные для детского питания";"10"
"14.20.10.271";"Костюмы мужские с верхом из хлопчатобумажных тканей, подкладка меховая";"14"
"14.20.10.272";"Костюмы женские с верхом из хлопчатобумажных тканей, подкладка меховая";"14"
"21.20.23.195";"Средства хирургической десмургии";"21"
"20.53.10.110";"Масла эфирные";"20"
"10.72.12.113";"Коврижки";"10"
"13.96.15.110";"Ткани кордные из высокопрочной нейлоновой нити";"13"
"10.72.12.110";"Печенье и пряники имбирные и аналогичные изделия";"10"
"10.71.12.121";"Пирожные бисквитные";"10"
"10.71.12.123";"Пирожные слоеные";"10"
"10.72.19.129";"Изделия хлебобулочные специализированные длительного хранения прочие";"10"
"10.51.56.490";"Продукты переработки молока и побочные продукты прочие, не включенные в другие группировки";"10"
"10.73.11.130";"Лапша";"10"
"10.71.12.122";"Пирожные песочные";"10"
"46.31.11.130";"Услуги по оптовой торговле свежими фруктами и орехами";"46"
"10.39.21.141";"Десерты взбитые замороженные фруктовые";"10"
"14.39.10.140";"Жилеты трикотажные или вязаные";"14"
"14.19.31.111";"Перчатки, рукавицы, варежки, митенки мужские или для мальчиков из натуральной или композиционной кожи";"14"
"01.13.52.000";"Батат (картофель сладкий)";"01"
"10.32.18.125";"Соки овощные диффузионные концентрированные";"10"
"10.82.22.122";"Изделия шоколадные без начинки";"10"
"03.11.12.113";"Скумбрия живая";"03"
"14.19.32.110";"Одежда из фетра";"14"
"01.28.30.110";"Культуры эфиромасличные";"01"
"17.12.14.191";"Бумага оберточная специального назначения";"17"
"10.73.99.000";"Услуги по производству макаронных изделий, кускуса и аналогичных мучных изделий отдельные, выполняемые субподрядчиком";"10"
"20.13.21.120";"Йод";"20"
"30.12.12.120";"Суда надувные спортивные";"30"
"21.10.54.150";"Эритромицин и его производные";"21"
"21.10.20.140";"Амиды, их производные и соли";"21"
"21.10.20.120";"Соли четвертичные и гидроксиды аммония";"21"
"17.12.76.190";"Бумага копировальная или переводная прочая в рулонах или листах";"17"
"14.19.21.130";"Одежда для детей младшего возраста и аксессуары одежды из шерстяных тканей";"14"
